# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	11225	HOXD10	83	5.457758e-4	1.000000e+0	1.234703e-1	1.099559e+1	3.637823e-1	4	9.110502e-5	1.001753e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_CoelEpi_MesGATA2_MesLHX9_Germ_Immune_Endo_PV_Epi_Neuro_Supp_FLeydig_Missing_Eryth,testes_Sertoli_CoelEpi_MesLHX9_Immune_Epi_MesGATA2_PV_Neuro_Germ_Endo_Supp_FLeydig_Missing_Eryth,testes_Sertoli_Endo_MesLHX9_MesGATA2_PV_Germ_Immune_Supp_CoelEpi_Neuro_FLeydig_Epi_Missing_Eryth,testes_Sertoli_MesLHX9_Epi_MesGATA2_Immune_Neuro_Germ_PV_Endo_CoelEpi_FLeydig_Missing_Supp_Eryth	HOXD10
Ensembl Genes	8900	ZNF516	84	5.541501e-4	1.000000e+0	1.238723e-1	4.450681e+0	1.797478e+0	8	4.501572e-4	2.003506e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesLHX9_Epi_Sertoli_Immune_MesGATA2_Germ_Endo_PV_CoelEpi_Missing_Neuro_Supp_FLeydig,testes_MesLHX9_MesGATA2_CoelEpi_Germ_Sertoli_Neuro_Missing_Supp_Immune_Epi_Endo_FLeydig,testes_MesLHX9_MesGATA2_Immune_Sertoli_Germ_PV_FLeydig_Epi_Missing_Neuro_Endo,testes_MesLHX9_Sertoli_MesGATA2_FLeydig_Neuro_Missing_Immune_Supp_Endo_Epi,testes_Sertoli_MesLHX9_Endo_Germ_Immune_PV_MesGATA2_Neuro_Missing_Supp_FLeydig_Epi,testes_Sertoli_MesLHX9_Immune_Germ_MesGATA2_CoelEpi_Neuro_Endo_Epi_Supp_FLeydig_Missing,testes_Sertoli_MesLHX9_MesGATA2_Germ_PV_Neuro_Epi_Supp_Missing_Endo_Immune_FLeydig_CoelEpi,testes_Sertoli_MesLHX9_MesGATA2_PV_Immune_Germ_Epi_Endo_Neuro_Supp_Missing_FLeydig_CoelEpi_Eryth	ZNF516
Ensembl Genes	16074	SLC29A1	85	5.610495e-4	1.000000e+0	1.239391e-1	5.902888e+1	3.388172e-2	2	8.485280e-6	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_MesLHX9_Epi_MesGATA2_PV_Endo_CoelEpi_Immune_Germ_Supp_Missing_Neuro_FLeydig_Eryth,testes_Sertoli_MesLHX9_Immune_Epi_MesGATA2_PV_Germ_Neuro_Endo_CoelEpi_Eryth_Missing_Supp_FLeydig	SLC29A1
Ensembl Genes	16724	HOXA2	86	5.663582e-4	1.000000e+0	1.236571e-1	5.874842e+1	3.404347e-2	2	8.525788e-6	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_MesGATA2_Germ_MesLHX9_Epi_Immune_CoelEpi_Supp_PV_Neuro_Endo_Missing_FLeydig_Eryth,testes_Sertoli_MesLHX9_Epi_MesGATA2_Germ_Neuro_Immune_CoelEpi_Endo_Supp_PV_Missing_FLeydig_Eryth	HOXA2
Ensembl Genes	14649	PDLIM3	87	5.675296e-4	1.000000e+0	1.224885e-1	7.681323e+0	6.509295e-1	5	1.630177e-4	1.252191e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_MesLHX9_Sertoli_CoelEpi_Immune_PV_Germ_Missing_Supp_Neuro_Endo_Epi_FLeydig,testes_MesGATA2_MesLHX9_Sertoli_Immune_PV_Endo_Germ_Neuro_Missing_Supp_FLeydig_CoelEpi_Epi,testes_MesLHX9_MesGATA2_Sertoli_Immune_Epi_Supp_Missing_Neuro_Eryth_FLeydig_PV_CoelEpi_Endo,testes_MesLHX9_Sertoli_MesGATA2_PV_Immune_Germ_Neuro_Missing_Supp_Endo_Epi_FLeydig,testes_Sertoli_MesLHX9_MesGATA2_Immune_Germ_PV_Supp_Epi_FLeydig_Neuro_Missing_CoelEpi_Endo	PDLIM3
Ensembl Genes	13169	DAG1	88	5.683148e-4	1.000000e+0	1.212642e-1	1.916534e+1	1.565326e-1	3	3.920174e-5	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_Epi_Germ_MesGATA2_Missing_MesLHX9_Neuro_Immune_Supp_FLeydig_Endo_CoelEpi_Eryth,testes_Sertoli_Epi_MesLHX9_Germ_Endo_Immune_MesGATA2_Neuro_Supp_Missing_FLeydig_Eryth_PV,testes_Sertoli_MesLHX9_Immune_PV_MesGATA2_Eryth_Epi_Supp_Endo_Neuro_Missing_FLeydig	DAG1
Ensembl Genes	18876	LCN12	89	5.722305e-4	1.000000e+0	1.207278e-1	5.844274e+1	3.422153e-2	2	8.570381e-6	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Endo_MesLHX9_Immune_Sertoli_MesGATA2_PV_Germ_Neuro_Supp_Epi_FLeydig_Missing_CoelEpi,testes_Sertoli_MesLHX9_Immune_MesGATA2_Germ_Epi_CoelEpi_PV_Missing_Neuro_Endo_Supp_FLeydig	LCN12
Ensembl Genes	13764	GHSR	90	5.785190e-4	1.000000e+0	1.206983e-1	7.648407e+0	6.537309e-1	5	1.637192e-4	1.252191e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_MesLHX9_Immune_Sertoli_Germ_CoelEpi_PV_Neuro_Endo_Epi_Supp_FLeydig_Missing,testes_MesGATA2_MesLHX9_Sertoli_Immune_Epi_CoelEpi_Endo_PV_Neuro_Missing_FLeydig,testes_MesGATA2_MesLHX9_Sertoli_Supp_PV_Epi_Missing_Neuro_Immune_FLeydig_Endo_CoelEpi,testes_MesLHX9_MesGATA2_Immune_Sertoli_Germ_PV_Missing_Neuro_CoelEpi_Epi_FLeydig_Endo_Supp_Eryth,testes_MesLHX9_Sertoli_Immune_MesGATA2_Epi_Endo_Missing_Germ_CoelEpi_PV_Neuro_FLeydig_Supp_Eryth	GHSR
Ensembl Genes	10263	RPL28	91	6.026808e-4	1.000000e+0	1.243576e-1	5.693000e+1	3.513086e-2	2	8.798112e-6	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_Germ_MesLHX9_MesGATA2_Immune_Supp_Neuro_Epi_Missing_Endo_FLeydig_CoelEpi_PV,testes_Sertoli_MesLHX9_Immune_CoelEpi_MesGATA2_Epi_Germ_Supp_PV_Neuro_FLeydig_Endo_Missing_Eryth	RPL28
Ensembl Genes	4882	IFT81	92	6.072902e-4	1.000000e+0	1.239466e-1	1.068347e+1	3.744102e-1	4	9.376665e-5	1.001753e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_Immune_Endo_MesLHX9_MesGATA2_Missing_Neuro_Epi_FLeydig_Eryth_CoelEpi_Supp_PV,testes_Sertoli_MesLHX9_CoelEpi_Immune_MesGATA2_Germ_PV_Endo_Neuro_FLeydig_Supp_Epi_Eryth_Missing,testes_Sertoli_MesLHX9_Immune_Neuro_CoelEpi_MesGATA2_Endo_Supp_Epi_PV_Missing_FLeydig,testes_Sertoli_MesLHX9_Neuro_MesGATA2_PV_Endo_Missing_Supp_Epi_FLeydig_CoelEpi	IFT81
Ensembl Genes	15582	SSR1	93	6.091872e-4	1.000000e+0	1.229969e-1	1.067448e+1	3.747256e-1	4	9.384562e-5	1.001753e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_Epi_MesLHX9_Immune_Neuro_MesGATA2_Endo_Germ_PV_Supp_Missing_FLeydig_Eryth_CoelEpi,testes_Sertoli_MesGATA2_MesLHX9_Immune_Germ_Endo_Epi_CoelEpi_PV_Missing_FLeydig_Neuro_Supp_Eryth,testes_Sertoli_MesLHX9_Epi_MesGATA2_Neuro_Immune_Missing_Endo_Eryth_Supp_FLeydig,testes_Sertoli_MesLHX9_Neuro_Immune_MesGATA2_Germ_Epi_Endo_Supp_Missing_Eryth_FLeydig_PV	SSR1
Ensembl Genes	4995	IL31	94	6.219210e-4	1.000000e+0	1.242320e-1	1.857516e+1	1.615060e-1	3	4.044728e-5	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_MesLHX9_Sertoli_Immune_PV_Germ_Supp_CoelEpi_Neuro_Endo_Epi_FLeydig_Missing_Eryth,testes_Sertoli_MesLHX9_Immune_Germ_MesGATA2_Neuro_Epi_Supp_FLeydig_Endo_CoelEpi_Missing_PV,testes_Sertoli_MesLHX9_MesGATA2_Immune_Germ_CoelEpi_Neuro_Epi_Missing_Supp_Eryth_Endo_PV_FLeydig	IL31
Ensembl Genes	4615	NAB2	95	6.409594e-4	1.000000e+0	1.266873e-1	5.518350e+1	3.624272e-2	2	9.076564e-6	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_Sertoli_MesLHX9_Immune_Germ_CoelEpi_PV_Epi_Endo_Eryth_Neuro_Supp_Missing_FLeydig,testes_Sertoli_Endo_MesLHX9_MesGATA2_Immune_Epi_CoelEpi_Germ_PV_Supp_Neuro_Eryth_FLeydig_Missing	NAB2
Ensembl Genes	16631	RNF216	96	6.622075e-4	1.000000e+0	1.295236e-1	1.043648e+1	3.832711e-1	4	9.598575e-5	1.001753e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesLHX9_Sertoli_Epi_Germ_Immune_MesGATA2_Missing_PV_Neuro_Supp_FLeydig_Endo_CoelEpi,testes_Sertoli_Immune_MesGATA2_MesLHX9_CoelEpi_FLeydig_Neuro_Supp_Missing_Endo_Epi,testes_Sertoli_MesGATA2_MesLHX9_Epi_Immune_Endo_Germ_Eryth_PV_Neuro_Missing_Supp_FLeydig_CoelEpi,testes_Sertoli_MesGATA2_PV_MesLHX9_Germ_Epi_Immune_CoelEpi_Neuro_Endo_Supp_Missing_Eryth_FLeydig	RNF216
Ensembl Genes	6944	IL4R	97	6.928802e-4	1.000000e+0	1.341259e-1	1.789068e+1	1.676851e-1	3	4.199477e-5	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Immune_MesLHX9_Sertoli_MesGATA2_Endo_CoelEpi_Germ_PV_Epi_Neuro_Supp_FLeydig_Missing,testes_Sertoli_Endo_MesLHX9_Epi_Neuro_MesGATA2_Germ_Immune_PV_Supp_Missing_CoelEpi_FLeydig,testes_Sertoli_MesGATA2_Germ_Immune_MesLHX9_Endo_CoelEpi_PV_Missing_Epi_Neuro_FLeydig_Supp_Eryth	IL4R
Ensembl Genes	7060	PYCARD	98	7.015227e-4	1.000000e+0	1.344132e-1	5.271803e+1	3.793769e-2	2	9.501049e-6	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_MesLHX9_Immune_Germ_Neuro_MesGATA2_Epi_Endo_PV_Supp_Missing_Eryth_FLeydig_CoelEpi,testes_Sertoli_MesLHX9_MesGATA2_Epi_Immune_Endo_Germ_PV_Neuro_CoelEpi_Missing_Supp_FLeydig_Eryth	PYCARD
Ensembl Genes	4880	ANKRD13A	99	7.171603e-4	1.000000e+0	1.360214e-1	1.767760e+1	1.697063e-1	3	4.250095e-5	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_Immune_Endo_MesLHX9_MesGATA2_Missing_Neuro_Epi_FLeydig_Eryth_CoelEpi_Supp_PV,testes_Sertoli_MesLHX9_Immune_Neuro_CoelEpi_MesGATA2_Endo_Supp_Epi_PV_Missing_FLeydig,testes_Sertoli_MesLHX9_Neuro_MesGATA2_PV_Endo_Missing_Supp_Epi_FLeydig_CoelEpi	ANKRD13A
Ensembl Genes	4515	HOXC12	100	7.240316e-4	1.000000e+0	1.359514e-1	5.188156e+1	3.854934e-2	2	9.654231e-6	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_MesGATA2_Immune_Germ_MesLHX9_Epi_Endo_PV_Supp_CoelEpi_Missing_Neuro_Eryth_FLeydig,testes_Sertoli_MesLHX9_MesGATA2_Immune_Germ_Neuro_PV_CoelEpi_Epi_Missing_Supp_Endo_FLeydig_Eryth	HOXC12
Ensembl Genes	18492	HSD17B3	101	7.251730e-4	1.000000e+0	1.348176e-1	7.269869e+0	6.877703e-1	5	1.722440e-4	1.252191e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesLHX9_MesGATA2_Germ_Sertoli_Immune_PV_Supp_Epi_Neuro_Eryth_Missing_Endo_FLeydig_CoelEpi,testes_MesLHX9_Sertoli_Immune_Neuro_MesGATA2_Endo_Germ_PV_FLeydig_Supp_Missing_Epi_CoelEpi,testes_Sertoli_Germ_Missing_Neuro_FLeydig_Immune_Endo_Supp_Epi_MesGATA2_MesLHX9,testes_Sertoli_MesGATA2_Immune_Epi_MesLHX9_Germ_CoelEpi_PV_Eryth_Neuro_Supp_Missing_FLeydig_Endo,testes_Sertoli_MesLHX9_Immune_Endo_Neuro_MesGATA2_Supp_Missing_PV	HSD17B3
Ensembl Genes	10476	PTRHD1	102	7.329521e-4	1.000000e+0	1.349279e-1	1.754411e+1	1.709976e-1	3	4.282433e-5	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_Sertoli_MesLHX9_PV_Immune_Neuro_Supp_FLeydig_Missing_Endo_CoelEpi,testes_MesLHX9_MesGATA2_Immune_Sertoli_Endo_Germ_PV_Epi_Missing_Neuro_Supp_CoelEpi_FLeydig,testes_MesLHX9_MesGATA2_Immune_Sertoli_PV_Germ_Endo_Neuro_Missing_FLeydig_Epi_Supp_CoelEpi	PTRHD1
Ensembl Genes	13081	LIMD1	103	7.793901e-4	1.000000e+0	1.420836e-1	9.985801e+0	4.005688e-1	4	1.003177e-4	1.001753e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesLHX9_Sertoli_PV_Immune_MesGATA2_Germ_Neuro_Endo_Epi_Supp_Missing_FLeydig_CoelEpi,testes_Sertoli_Endo_MesLHX9_CoelEpi_Immune_Epi_MesGATA2_PV_Neuro_Supp_Missing_FLeydig,testes_Sertoli_MesLHX9_Immune_Germ_MesGATA2_Missing_Eryth_Neuro_FLeydig_Supp_Endo_PV_Epi,testes_Sertoli_MesLHX9_Immune_Germ_Missing_PV_Endo_Neuro_MesGATA2_Supp_FLeydig_CoelEpi	LIMD1
Ensembl Genes	8807	CTIF	104	7.957339e-4	1.000000e+0	1.436682e-1	5.665490e+0	1.059043e+0	6	2.652250e-4	1.502630e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_CoelEpi_MesLHX9_Sertoli_MesGATA2_Immune_Germ_Neuro_Endo_Epi_Supp_PV_Missing_FLeydig_Eryth,testes_MesGATA2_MesLHX9_Sertoli_Germ_Epi_Missing_Neuro_Endo_Supp_FLeydig_Immune_CoelEpi,testes_MesLHX9_Neuro_Germ_Sertoli_MesGATA2_Immune_PV_CoelEpi_Epi_FLeydig_Endo_Supp_Missing_Eryth,testes_Sertoli_MesGATA2_Epi_MesLHX9_Immune_Neuro_Endo_Germ_CoelEpi_PV_Supp_Eryth_FLeydig_Missing,testes_Sertoli_MesLHX9_MesGATA2_CoelEpi_Missing_Supp_Immune_Neuro_Endo_FLeydig_Epi,testes_Sertoli_MesLHX9_MesGATA2_PV_Endo_Neuro_Missing_Epi_Supp_FLeydig_Immune	CTIF
Ensembl Genes	4774	PLXNC1	105	8.014456e-4	1.000000e+0	1.433214e-1	5.657568e+0	1.060526e+0	6	2.655964e-4	1.502630e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesLHX9_Immune_MesGATA2_Sertoli_Germ_Epi_Endo_PV_Neuro_FLeydig_Missing_Supp_CoelEpi,testes_MesLHX9_MesGATA2_PV_Sertoli_Immune_Endo_Germ_Epi_Neuro_Supp_Missing_FLeydig_CoelEpi,testes_MesLHX9_Sertoli_MesGATA2_Endo_Immune_PV_CoelEpi_Germ_Neuro_Missing_FLeydig_Supp,testes_MesLHX9_Sertoli_MesGATA2_Immune_Epi_Neuro_Endo_PV_Missing_FLeydig_CoelEpi,testes_Sertoli_Immune_Supp_MesLHX9_Neuro_Endo_Missing_MesGATA2_CoelEpi_FLeydig_Epi,testes_Sertoli_MesLHX9_MesGATA2_Endo_PV_Germ_Epi_Immune_Neuro_FLeydig_CoelEpi_Supp_Missing_Eryth	PLXNC1
Ensembl Genes	12446	TBX1	106	8.043152e-4	1.000000e+0	1.424776e-1	1.698542e+1	1.766221e-1	3	4.423293e-5	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_CoelEpi_MesLHX9_Germ_Immune_MesGATA2_Epi_PV_Supp_Endo_Missing_Neuro_FLeydig,testes_Sertoli_Endo_MesLHX9_Germ_Immune_MesGATA2_Epi_Supp_PV_CoelEpi_Neuro_FLeydig_Missing,testes_Sertoli_MesLHX9_Epi_MesGATA2_CoelEpi_Immune_Germ_PV_Endo_Supp_Missing_FLeydig_Neuro_Eryth	TBX1
Ensembl Genes	12660	PDXP	107	8.160270e-4	1.000000e+0	1.432013e-1	4.883061e+1	4.095791e-2	2	1.025743e-5	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_Immune_Germ_MesLHX9_Epi_PV_Neuro_FLeydig_Missing_MesGATA2_CoelEpi_Endo,testes_Sertoli_MesLHX9_MesGATA2_Germ_Immune_Missing_Neuro_PV_Endo_Supp_Epi_FLeydig	PDXP
Ensembl Genes	15492	PDLIM7	108	8.443637e-4	1.000000e+0	1.468020e-1	4.799285e+1	4.167287e-2	2	1.043648e-5	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_Sertoli_Immune_Germ_MesLHX9_Endo_CoelEpi_Eryth_Epi_PV_Neuro_FLeydig_Supp_Missing,testes_Sertoli_MesGATA2_MesLHX9_Immune_Germ_Endo_Epi_PV_Eryth_CoelEpi_Missing_Neuro_Supp_FLeydig	PDLIM7
Ensembl Genes	1756	MAPKAPK2	109	8.965693e-4	1.000000e+0	1.544485e-1	1.635400e+1	1.834414e-1	3	4.594074e-5	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_Sertoli_MesLHX9_Immune_Endo_CoelEpi_Epi_Eryth_Germ_Neuro_Missing_Supp_FLeydig_PV,testes_MesLHX9_Endo_Sertoli_MesGATA2_Immune_PV_Germ_Epi_Missing_FLeydig_Neuro_Supp_Eryth_CoelEpi,testes_Sertoli_MesLHX9_Endo_PV_Germ_Immune_Epi_Neuro_MesGATA2_CoelEpi_Supp_Eryth_FLeydig_Missing	MAPKAPK2
Ensembl Genes	9436	BST2	110	9.035120e-4	1.000000e+0	1.542295e-1	4.637292e+1	4.312862e-2	2	1.080106e-5	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_MesLHX9_Epi_Sertoli_Immune_Germ_Neuro_CoelEpi_PV_Supp_FLeydig_Endo_Eryth_Missing,testes_Sertoli_MesGATA2_MesLHX9_Epi_PV_Germ_Immune_Neuro_Endo_CoelEpi_Supp_FLeydig_Missing_Eryth	BST2
Ensembl Genes	10540	PPP1CB	111	9.252868e-4	1.000000e+0	1.565235e-1	9.530493e+0	4.197055e-1	4	1.051103e-4	1.001753e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_CoelEpi_Epi_Germ_MesLHX9_Sertoli_MesGATA2_Supp_Immune_Neuro_Missing_FLeydig_Endo_Eryth_PV,testes_MesGATA2_MesLHX9_Immune_Germ_Sertoli_Epi_PV_CoelEpi_Supp_Endo_Neuro_Missing_FLeydig,testes_Sertoli_MesGATA2_MesLHX9_Immune_Germ_Epi_Endo_PV_Neuro_Missing_Supp_FLeydig_CoelEpi,testes_Sertoli_MesLHX9_MesGATA2_Endo_PV_Neuro_Missing_Supp_FLeydig_Immune	PPP1CB
Ensembl Genes	7397	CRISPLD2	112	9.332165e-4	1.000000e+0	1.564554e-1	9.508353e+0	4.206828e-1	4	1.053551e-4	1.001753e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_MesLHX9_Sertoli_CoelEpi_Immune_PV_Epi_Supp_Neuro_Missing_Endo_FLeydig,testes_MesLHX9_Sertoli_MesGATA2_Germ_Immune_Neuro_Eryth_Missing_Epi_FLeydig_Supp_PV_Endo,testes_Sertoli_MesLHX9_Germ_Immune_Endo_PV_MesGATA2_Missing_Supp_CoelEpi_Epi_Neuro_FLeydig,testes_Sertoli_MesLHX9_Germ_Neuro_MesGATA2_Immune_Endo_PV_Missing_Epi_Supp_FLeydig_CoelEpi	CRISPLD2
Ensembl Genes	9028	DOHH	113	9.441954e-4	1.000000e+0	1.568952e-1	4.534819e+1	4.410319e-2	2	1.104513e-5	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Sertoli_MesGATA2_Epi_Germ_Immune_MesLHX9_Missing_Neuro_Supp_Endo_FLeydig_CoelEpi,testes_Sertoli_MesLHX9_Immune_Germ_MesGATA2_Missing_Neuro_Endo_Eryth_FLeydig_CoelEpi_Epi	DOHH
Ensembl Genes	14319	MAPK10	114	9.700520e-4	1.000000e+0	1.597778e-1	4.626249e+0	1.513105e+0	7	3.789394e-4	1.753068e-3	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_CoelEpi_Endo_MesLHX9_MesGATA2_Sertoli_Immune_PV_Germ_Neuro_Missing_Epi_Supp_FLeydig_Eryth,testes_Endo_MesGATA2_Sertoli_MesLHX9_PV_Germ_Epi_Missing_Neuro_Supp_Immune_FLeydig_Eryth,testes_MesGATA2_MesLHX9_Sertoli_CoelEpi_Immune_Epi_Endo_Supp_Missing_Neuro_FLeydig_PV,testes_MesGATA2_MesLHX9_Sertoli_CoelEpi_Immune_Germ_Neuro_Missing_FLeydig_Supp_Endo_Epi,testes_MesGATA2_MesLHX9_Sertoli_Immune_CoelEpi_Neuro_Missing_Endo_FLeydig_PV,testes_MesGATA2_Sertoli_MesLHX9_Endo_Neuro_Missing_Immune_FLeydig,testes_Sertoli_MesGATA2_Immune_Germ_CoelEpi_MesLHX9_Endo_Supp_FLeydig_Epi_Neuro_Missing_PV	MAPK10
Ensembl Genes	7859	ANKRD13B	115	1.001501e-3	1.000000e+0	1.635233e-1	4.401211e+1	4.544204e-2	2	1.138043e-5	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Epi_Sertoli_MesLHX9_MesGATA2_Germ_PV_CoelEpi_Immune_Endo_Neuro_Supp_Missing_Eryth_FLeydig,testes_Sertoli_CoelEpi_MesLHX9_MesGATA2_Epi_PV_Immune_Germ_Neuro_Endo_Supp_Eryth_Missing_FLeydig	ANKRD13B
Ensembl Genes	4616	STAT6	116	1.011735e-3	1.000000e+0	1.637702e-1	4.378553e+1	4.567719e-2	2	1.143932e-5	5.008765e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_Sertoli_MesLHX9_Immune_Germ_CoelEpi_PV_Epi_Endo_Eryth_Neuro_Supp_Missing_FLeydig,testes_Sertoli_Endo_MesLHX9_MesGATA2_Immune_Epi_CoelEpi_Germ_PV_Supp_Neuro_Eryth_FLeydig_Missing	STAT6
Ensembl Genes	9555	C19orf12	117	1.012971e-3	1.000000e+0	1.625689e-1	1.567089e+1	1.914378e-1	3	4.794335e-5	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_MesGATA2_Sertoli_MesLHX9_Epi_Immune_Supp_PV_CoelEpi_Neuro_Missing_FLeydig_Endo_Eryth,testes_Sertoli_MesLHX9_Immune_MesGATA2_Germ_PV_Neuro_Supp_FLeydig_Epi_Endo_Eryth_Missing,testes_Sertoli_MesLHX9_MesGATA2_PV_Germ_Immune_Missing_Neuro_Supp_Epi_Endo_FLeydig	C19orf12
Ensembl Genes	15343	NDST1	118	1.023074e-3	1.000000e+0	1.627988e-1	1.561656e+1	1.921038e-1	3	4.811014e-5	7.513148e-4	1	2.557917e-1	1.000000e+0	1.000000e+0	3.909432e+0	2.557917e-1	1	1	2.082032e-4	1.000000e+0	testes_Epi_Sertoli_MesGATA2_Immune_MesLHX9_Endo_Supp_PV_Neuro_CoelEpi_Missing_FLeydig,testes_Sertoli_MesGATA2_Endo_MesLHX9_Germ_Immune_PV_Epi_Eryth_Missing_Supp_Neuro_FLeydig_CoelEpi,testes_Sertoli_MesLHX9_Immune_MesGATA2_Germ_Missing_FLeydig_Neuro_Supp_Endo	NDST1
